TARGET_B,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT
0,0,0,0,1,1,1,5,1,8,955,508,520,1,44,82,15,10,31,5,6.307692308
1,0,0,1,0,0,1,7,1,1,426,200,245,35,66,93,12,12,29,9,7.75
1,0,0,0,1,1,1,7,0,8,2512,638,718,4,37,67,9,9,29,9,6.7
0,1,0,0,0,1,1,4,1,7,756,435,462,5,71,110,10,8,28,8,5.789473684
0,1,0,0,0,1,1,5,1,9,3547,927,1047,0,58,104,16,15,37,15,11.55555556
1,1,0,0,0,1,1,4,1,8,454,193,260,39,25,50,20,20,30,7,16.66666667
0,0,1,0,0,0,1,2,1,0,641,164,228,44,86,216,15,10,26,8,8.307692308
1,0,1,0,0,1,1,6,1,9,904,495,571,5,87,203,5,2,28,3,3.222222222
1,1,0,0,0,0,1,2,1,8,411,249,300,15,27,29,10,10,29,4,4.833333333
0,0,0,0,1,1,1,4,1,8,3757,631,606,11,34,63,12,11,35,4,10.5
1,0,0,0,1,0,1,5,0,7,2098,510,523,7,56,73,15,15,37,6,7.3
0,0,0,0,1,1,1,7,1,8,663,315,350,13,24,30,15,15,30,4,10
0,0,0,0,1,1,1,4,1,8,1265,588,673,7,44,131,36,36,31,10,18.71428571
0,0,0,0,1,1,3,7,1,2,897,285,334,16,57,162,20,20,29,15,14.72727273
1,0,1,0,0,1,1,5,1,6,928,399,433,8,97,372,20,12,29,4,10.33333333
0,1,0,0,0,1,1,4,1,8,661,252,317,27,28,43,11,10,34,4,8.6
0,0,0,0,1,1,1,4,1,8,2742,667,674,6,26,32,7,7,31,5,5.333333333
0,0,0,1,0,1,1,4,1,9,550,187,203,36,87,300,25,10,28,0,16.66666667
1,0,0,0,1,1,1,4,0,8,731,278,341,17,25,36,11,10,32,6,9
1,0,0,0,1,1,1,7,1,8,2976,670,744,0,77,133,20,20,36,18,12.09090909
0,0,0,1,0,0,1,1,0,8,408,234,285,28,40,125,20,10,29,5,13.88888889
0,0,1,0,0,1,1,1,1,9,732,544,534,10,51,136,12,4,31,4,6.8
1,1,0,0,0,0,1,2,1,8,439,293,292,22,35,48,10,7,29,3,6.857142857
0,0,0,0,1,1,1,3,1,8,1517,546,569,2,40,31,20,20,37,1,7.75
0,0,0,1,0,1,1,5,1,4,882,315,374,21,46,111,22,9,36,5,9.25
